"name","airplay_count","shows_count"
"Michael Monroe",1,13
"J.R Rap Belico",1,0
"McNastee",1,0
"Kings Oz",1,0
"Big Jey",1,0
"AAVERY",1,0
"F Tribute Project",1,0
"Deep Dish",1,5
"Dobie Gray",1,0
"Yo te Afirmo",1,0
"The Black Eyed Peas",1,0
"LaBelle",1,0
"Nora Van Elken",1,0
"二浪",1,0
"Corona de Reyes",1,0
"Rizo",1,0
"Deadpool",1,0
"9ine C.T.B",1,0
"Jefferia Sharpe",1,0
"楊宗緯",1,0
"DJ Laz",1,0
"Ritchie Valens",1,0
"Eminem, Britney Spears",1,0
"David Stephen Goldsmith",1,0
"Jadon Rogers",1,0
"Ryan Leslie",1,0
"Paul Rawson",1,0
"Gnrvictor",1,0
"Dj King Kwest",1,0
"Keith Anderson",1,0
"Alexis Exequiel",1,0
"Los Montañeses Del Alamo",1,0
"Dr. Srimix",1,0
"Lil Shell & Pappy",1,0
"JayDon",1,0
"Dj Yaara",1,0
"Lloyd Banks",1,3
"DJ SMOOTH PANDA",1,0
"Czech National Symphony Orchestra",1,0
"Mims",1,0
"Hot Dog and the Brats",1,0
"Max Graham",1,0
"Al Koleon",1,0
"Cashski",1,0
"Big$Mac$",1,0
"Sam Fender",1,17
"Richgirl",1,0
"Refuerzo Norteño",1,0
"Mosaic MSC",1,0
"Christian Marsac",1,0
"Robert Jon & the Wreck",1,21
"Hermanas Núñez",1,0
"Trio Los Panchos",1,0
"Victor Rodrigues",1,0
"Willie Colón",1,1
"Pink Diamond",1,0
"Molly Jackson",1,0
"Fede Rodriguez",1,0
"A.J. Fox",1,0
"Five",1,24
"Nuno Miguel Henriques",1,0
"Polo Urias y Su Maquina Norteña",1,0
"Ema Capra",1,0
"Yelitza La Arquitecta Del Swing",1,0
"Drake Milligan",1,34
"Luis Alfonso Partida El Yaki",1,0
"Dj Drama",1,0
"ARKEЙ",1,0
"Bela Fleck",1,24
"Keyon Brown",1,0
"""Buttnaked"" Tim Dawg",1,0
"Tunechi",1,0
"Lola Beltran",1,0
"Darryl Worley",1,9
"Kanroc Xpitaf",1,0
"Willie Lee",1,0
"Black Label Society",1,2
"Jim Jones",1,2
"Roedayo",1,0
"Lil Fenda",1,0
"Gene Watson",1,15
"Sa-Roc",1,1
"Lisztomania",1,0
"DJ Cumbia",1,0
"Rebel Moves",1,0
"Brandon Whelan",1,0
"Morrison",1,0
"Duane Allman",1,0
"Naoufel",1,0
"E. Renee",1,0
"Austin Snell",1,25
"Zeca Aquino",1,0
"Young B Black",1,0
"Coke Hendry",1,0
"Clayton Landua Music",1,0
"Dj Kaique",1,0
"Adriel Nehuen",1,0
"Chocolate",1,0
"Portrait",1,0
"Dimes",1,0
"Dave Gale",1,0
"HEYYWOLF",1,0
"Bobby Avey",1,0
"Joaquin",1,0
"WM Lav",1,0
"Future Palace",1,2
"Los Tukas",1,0
"Oliver Scoop",1,0
"Seth Travins",1,0
"Sharde Collins",1,0
"Ohrenkneifer",1,0
"Escobar Marion",1,0
"GAXIN",1,0
"Best Coast",1,0
"B.G.L.13",1,0
"Алексей Ткаченко",1,0
"Mike Eli",1,0
"Hermanos Zaizar",1,0
"Taylor McCall",1,0
"Sky",1,0
"Dj Loke",1,0
"Cut Killer Show",1,0
"El Trono de Mexico",1,0
"Eddy Raven",1,0
"Polar Kid",1,0
"Roma Dj",1,0
"GlockbabyJ4",1,0
"Don Lore V",1,0
"AUSTIN OFFICIAL",1,0
"Paradise",1,0
"Rainer Quade",1,0
"Bushspeak",1,0
"Maffew Ragazino",1,0
"HIXTAPE",1,0
"Thomas Frinking",1,0
"Cubi",1,0
"Monty Python",1,0
"Will Shepard",1,0
"Lauren Watkins",1,36
"Booboo Stewart",1,0
"Mitch Ryder",1,0
"M People",1,0
"Brodie Bankz",1,0
"Kazmi",1,0
"Soulja Almighty",1,0
"Frae DJ",1,0
"Marc Antoine",1,0
"Trapaholics",1,0
"DJ Bonfire",1,0
"Desmond Dekker",1,1
"Fatou Dior",1,0
"RJ3",1,0
"Dj Lauuh",1,0
"Ariel Fitz-Patrick",1,0
"Slick Jordan",1,0
"Travis Barker",1,0
"Jeanuh",1,0
"Shameless",1,0
"North Sphere",1,0
"Take Me To Rio Collective",1,0
"Harshdeep Kaur",1,0
"Bert Weedon",1,0
"Mr B",1,0
"Rippa DeLaHoya",1,0
"EmiDiaz",1,0
"Dj Guefito",1,0
"Tony Brown",1,0
"jazzresin",1,0
"Memphis Smoke",1,0
"Kanroc",1,0
"Lil Nunu",1,0
"Kwame And A New Beginning",1,0
"Jamal Roberts",1,0
"Dj Dancehall",1,0
"RocknStock",1,0
"Jack Blocker",1,1
"Relevoo",1,0
"Nico Gz",1,0
"Igor Presnyakov",1,0
"Relentless Fog",1,0
"Lilnelly Mr Yinax",1,0
"Red Peters",1,0
"Glenn Jones",1,1
"Denzel Davis",1,0
"SplavSlav",1,0
"Ti Chris",1,0
"Dan Petty",1,0
"The Mindbenders",1,0
"WILZAR",1,0
"aLee DJ",1,0
"Cornelio Ayala",1,0
"Trish Murphy",1,0
"Kenny P",1,0
"Wahlstedt",1,0
"Bakar",1,26
"Muddy Plots",1,0
"Cryptified Malik",1,0
"Allenizer",1,0
"Melanie Fiona",1,16
"Alta Marea",1,0
"321",1,0
"6lue",1,0
"apmunozz",1,0
"Echo & the Bunnymen",1,27
"Calcinha Preta",1,0
"Labeezium",1,0
"Irving Berlin",1,0
"Viral",1,0
"Edith Piaf",1,8
"Joaquina",1,1
"Shadow blow",1,0
"Butthole Surfers",1,0
"Rodrigo Arias",1,0
"Mvmment",1,0
"Aniceto Molina",1,0
"Montage",1,0
"Andy Hamilton",1,0
"Bounty Killer",1,0
"Rodri Martinez",1,0
"Evert Z",1,0
"Dj Rpmix",1,0
"The Black Dahlia Murder",1,6
"Wise Professor",1,0
"fran laborde",1,0
"Julio Voltio",1,0
"Ifé Neuro",1,0
"Kenny Mercury",1,0
"Playboi cartiz",1,0
"ANDY ALASKA",1,0
"Western Centuries",1,0
"Biz Markie",1,0
"The Unseen",1,0
"Judge Da Boss",1,0
"Jeanyiz",1,0
"Charlie Parker",1,0
"Israel Houghton",1,0
"98º",1,0
"DJ MRK",1,0
"Anuel",1,0
"Eddie Murphy",1,0
"Shocking Blue",1,0
"Lou Rawls",1,0
"Abracadabra",1,0
"Rodd wavve",1,0
"nøave",1,0
"Studio Sound Group",1,0
"John Drama",1,0
"Los 2 Generales",1,0
"Matias Orlando",1,0
"Dino",1,0
"Busy Signal",1,0
"Yelsin",1,0
"Rogelio Martinez",1,0
"Jesse Royal",1,2
"DJ Mixshow",1,0
"M.O.B. Mook",1,0
"BLUE STEEL",1,0
"Hector Lavoe",1,0
"Scarface",1,11
"DJ Clark Kent",1,0
"Danny Elfman",1,3
"Gloria Trevi",1,25
"BOTZY",1,0
"All Covered Up",1,0
"Lenier",1,1
"EastSide K-Boy",1,0
"The Lemonheads",1,4
"Filter",1,23
"Church Boi",1,0
"Aaron Lindsey",1,0
"Tito Yons",1,0
"Christmas Party Allstars",1,0
"Jaylen Little",1,0
"AG Remix",1,0
"Groove & Move",1,0
"Jody Watley",1,1
"DIMMYSAD",1,0
"Lamborghini Law",1,0
"Timbuk 3",1,0
"Bogus Trizzy",1,0
"Swing Out Sister",1,0
"CA$H",1,0
"David Tolk",1,0
"Pary!",1,0
"Chinx Drugz",1,0
"Turbo",1,0
"League of Legends",1,0
"Los Donneños",1,0
"Allure",1,0
"DFZM",1,0
"Luan Santana",1,0
"Daniel Levi",1,0
"Mr.Ea$t",1,0
"Cuhdeejah",1,1
"The Dirty Unkuls",1,0
"Dj alan rojas",1,0
"Varun Dhawan",1,0
"DJ Poska",1,0
"Johnny Cooper",1,0
"Supastylez",1,0
"CashOutJony",1,0
"The Soulsonic Force",1,0
"Benja Murano",1,0
"Juan Corazon",1,0
"Viper",1,0
"Sister Hazel",1,20
"Ace",1,0
"Relajacion",1,0
"GroovyGotBeats",1,0
"Lil Dae",1,0
"Edwin Starr",1,0
"Macklemore & Ryan Lewis",1,0
"Montrose",1,0
"Jean-Philippe Ichard",1,0
"Thelma Nance-Cunningham",1,0
"Jay Electronica",1,5
"Bryan Andrew Wilson",1,0
"Ghetto Child",1,0
"Focus",1,3
"KFrmNC",1,0
"Siedah Garrett",1,0
"Gary James Crockett",1,0
"SavageGang",1,0
"BigBag Mooka",1,0
"692Guap",1,0
"Jesus Jones",1,11
"Chorus",1,0
"Altimet",1,0
"Jasper",1,0
"Johnny Lithium",1,0
"Jocelyn & Chris Arndt",1,0
"Javi",1,0
"Papu DJ",1,0
"N.W.A.",1,0
"Dj Luciano Troncoso",1,0
"Hailey Whitters",1,27
"Plan B",1,0
"Gary Crockett",1,0
"G-Lew",1,0
"Lord Tjay",1,0
"Sara Saka",1,0
"DertBeats",1,0
"Caleb Sam Brown",1,0
"Paolo Tuci",1,0
"Pug Johnson",1,2
"6ix3rty",1,0
"Luciano Troncoso",1,0
"SNAP!",1,2
"Aura Ritual",1,0
"DJ CBW",1,0
"Monali Thakur",1,0
"James Desmond",1,0
"Warren Haynes",1,15
"CMG The Label",1,0
"Ridiculous Rick",1,0
"The Foundations",1,0
"The Avalon Pops Orchestra",1,0
"ThereGoKel",1,0
"Diogo Piçarra",1,0
"Whindersson Nunes",1,0
"DJ Dance",1,0
"Alost.",1,0
"Fran Tbm",1,0
"Zeneker Team",1,0
"Anu Malik",1,1
"Jamiko Cochran Allena Whitaker Kristen Horne O She Tyght",1,0
"Raffi Top",1,0
"Yaga & Mackie",1,0
"DJ Yofa",1,0
"Ryan Cabrera",1,14
"Momento Espírita",1,0
"Lemon Popsicle",1,0
"Alice DJ",1,0
"Christopher Lewis",1,0
"Tierra Cali",1,1
"Randy Rainbow",1,0
"Hypeboy",1,0
"Nicolau Marinho",1,0
"West Coast Massive",1,0
"refracted arg",1,0
"fer shawty",1,0
"EJ Jones",1,0
"DOMELGABOR",1,0
"The Black Angels",1,3
"Benedetta Caretta",1,0
"Baby G",1,0
"Facin",1,0
"American Brass Band",1,0
"Fonky Fresh",1,0
"VicoDJ",1,0
"Jay Livingston",1,0
"Bigstevedzn",1,0
"Amaro Freitas",1,0
"Arief Abdurrochman Pamungkas",1,0
"Exu Nathan",1,0
"Pak Pak",1,0
"Mic Meimaroglou",1,0
"精彩轩迪",1,0
"Ameritz Karaoke Band",1,0
"richie",1,0
"Lou Christie",1,0
"Panjabi MC",1,1
"Tennessee Jet",1,5
"Echu Sanchez Dj",1,0
"Danger Danger",1,0
"Swizz Beatz",1,0
"Little Image",1,31
"DJ Frank E",1,0
"El Mariachi Moya",1,0
"Matias Ismael",1,0
"Junior M.A.F.I.A.",1,0
"Grupo Montéz De Durango",1,0
"Noelkinz",1,0
"Kealen Ives",1,0
"Los Hermanos Carrión",1,0
"Jason Eady & The Wayward Apostles",1,0
"Cstlflk",1,0
"Big Boss Blossom",1,0
"Teni",1,0
"Cherrelle",1,0
"Hood",1,0
"Tryfux",1,0
"Five Foot Failure",1,0
"Kevin Nova",1,0
"Conjunto Azabache",1,0
"Joshua Hedley",1,0
"8先生",1,0
"Erock",1,0
"Jhondy Herrera",1,0
"Shanice",1,0
"Miss Nana",1,0
"Di Genius",1,0
"Muzik Junkies",1,0
"Reaperboyz",1,0
"Luis Ángel Gómez Jaramillo",1,0
"The Chemical Brothers",1,0
"KilSoSouth",1,0
"Grace Potter",1,48
"Larry Joe Taylor",1,0
"El Adri Dj",1,0
"BNXN",1,1
"Jatin-Lalit",1,0
"The Rubber Boys",1,0
"Ivory Scott",1,0
"DJ Sticky",1,0
"Ben Folds Five",1,0
"The North",1,0
"Tyler Williams",1,0
"Pianaura",1,0
"Jevon Alexander",1,0
"Real OG Ice Man",1,0
"Los Garcia Bros.",1,0
"Rogelio Douglas, Jr.",1,0
"Alxander Roy",1,0
"Tenacious D",1,0
"DJ Whiteboy",1,0
"Gabe Ramos",1,0
"Corbin",1,7
"Fredo Bang",1,7
"Ray Benson",1,0
"Trap House",1,0
"Nabila Huda",1,0
"Alexandra Hampton",1,0
"Earth",1,8
"Steve Levy",1,0
"Jorge Drexler",1,0
"Troy Cartwright",1,1
"Shirley Murdock",1,2
"Rns_Arrchived",1,0
"KK",1,0
"Matias Emmanuel",1,0
"Los Pikadientes De Caborca",1,0
"The Lowdown Drifters",1,3
"Craig Campbell",1,2
"Local H",1,33
"Ensemble de Musique Zen Relaxante",1,0
"Juss Cxss@BiS",1,0
"Qualo",1,0
"The Statesboro Revue",1,1
"Poppa Percocet",1,0
"Escobar Jon",1,0
"Los Nuevos Federales",1,0
"Alexis & Fido",1,3
"Julio Iglesias",1,0
"Grupo Cañaveral",1,0
"CoyyTheBoyy",1,0
"Grupo Innovacion",1,0
"Willy Northpole",1,0
"Timmy Trumpet",1,20
"Xliv",1,0
"Yas Cepeda",1,0
"Heisen",1,0
"George Sambalis",1,0
"Kaball",1,0
"Bump J",1,0
"Tego Calderon",1,0
"Joan Roca",1,0
"Arbise González",1,0
"Dj IBO",1,0
"Dj Paul",1,0
"The Rude Boi",1,0
"Ghostface Killah",1,3
"Fly Reek",1,0
"Delbert McClinton & Self-Made Men",1,0
"Dj Furioso",1,0
"Martin Olvera",1,0
"Nuka Prix",1,0
"Frankie Valli",1,48
"Tye Tribbett & G.A.",1,0
"Jay And The Americans",1,9
"Brothamans",1,0
"Godsmack",1,40
"Cannons",1,13
"RDC",1,0
"Les Inconnus",1,0
"Atmospheric Coffee House Music",1,0
"Lou Gramm",1,10
"Coco Palmer",1,0
"The Presidents of the United States of America",1,0
"Ki-An Kambaran",1,0
"Luis Aguilar",1,0
"Anberlin",1,19
"Gutsy J",1,0
"Jay Ferguson",1,0
"Russ Millions",1,0
"Original Papyrus",1,0
"Roberta Flack",1,0
"Marcela Morelo",1,0
"Even Mellum",1,0
"GrimmWorkz",1,0
"The Powell Brothers",1,0
"Elastica",1,0
"Young Joc",1,0
"Energija",1,0
"Antonio Frigé",1,0
"Caifanes",1,29
"Christmas Collective",1,0
"Adam Ford",1,0
"DamiYoncé",1,0
"Rick Rhodes",1,0
"Samantha Sang",1,0
"Testiklez",1,0
"Songbird Jones",1,0
"Matthew Nicholson",1,0
"Smash Brothers",1,0
"Danny414",1,0
"MadeinTYO",1,0
"All That Remains",1,3
"Dirty Gee",1,0
"Clive Duncan",1,0
"Hasizzle",1,0
"Bruno Le Roux",1,0
"Koma Welat",1,0
"LogiBeatRd",1,0
"Reyli Barba",1,0
"Trey Stylez",1,0
"DJ Menor Mix",1,0
"La Santanera",1,0
"Слави Трифонов",1,0
"Yoann Bernagoult",1,0
"Grupo Los Tepoz",1,0
"Classics IV",1,0
"Yeezy Taught Me",1,0
"The Postal Service",1,17
"Escobar Pablo",1,0
"Jerry Gruvis",1,0
"Quicksilver Messenger Service",1,0
"Commissioned",1,0
"Bave Teyar",1,0
"Vico C",1,1
"Little Feat",1,52
"Yello",1,0
"Fass Money Melo",1,0
"Wreckx-N-Effect",1,0
"Night-Time Jazz",1,0
"Riccardo Chailly",1,0
"DJ One Go",1,0
"Donnie Boy",1,0
"Jordan Robert Kirk",1,0
"Jason Champion",1,0
"Crystals",1,0
"Mega Mix",1,0
"E2dal",1,0
"DJ ""S""",1,0
"AA Records",1,0
"Jan Hammer",1,0
"ThatGuyCanime",1,0
"Daniel James (AU)",1,0
"Wayne Dub",1,0
"Ashish Pandit",1,0
"Bausa",1,1
"Artes",1,0
"Eric Sadler",1,0
"Juelz Santana",1,1
"Евгений Проценко",1,0
"虞姬",1,0
"Lana McDonagh",1,0
"Joell Ortiz",1,0
"MOJ Beatz",1,0
"ChicoGotBarz",1,0
"Ion Don",1,0
"The 5th Dimension",1,0
"Dacavi",1,0
"Lo Fidelity Allstars",1,0
"Chakir",1,0
"Cameron Boyce",1,0
"Erick y Su Grupo Massore",1,0
"Sing Strike Karaoke",1,0
"Zedrick Kelley",1,0
"Generacion 2000",1,0
"Internet Money",1,0
"The Lemon Pipers",1,0
"Denis Pauna",1,0
"ADDITUPKEVO",1,0
"El Bananero",1,0
"Asante Farid",1,0
"Joe Bonamassa",1,50
"Dustin Brown",1,0
"Don Miguelo",1,0
"Pete Le Freq",1,0
"Conjunto Satevo",1,0
"JSinn",1,0
"Mike Xavier",1,0
"Element",1,0
"Mista",1,0
"Jay Wiz",1,0
"Magicxbeats",1,0
"DJ Mike Bosch",1,0
"Karine Costa",1,0
"Dj Madness",1,0
"Eternal ",1,0
"Luke",1,0
"John V. Mula",1,0
"Got the Beat",1,0
"Sound M.O.B.",1,0
"6ix9ine",1,0
"Fisher",1,22
"Nicole Scherzinger",1,1
"baekho",1,0
"Mega Tracks Karaoke Band",1,0
"Funkimura World",1,0
"Crewsoundwaves",1,0
"Bob Wills",1,0
"Stacey Lee",1,0
"Chairmen Of The Board",1,0
"Skyy",1,0
"Laurent Juillet",1,0
"Deagle",1,0
"Empire of the Sun",1,24
"Pritam Chakraborty",1,0
"My cousin Nicole",1,0
"Work from Home Music",1,0
"Meat Puppets",1,0
"Diego Curbelo",1,0
"The Spencer Davis Group",1,0
"SGX",1,0
"Ed Solo",1,1
