"venue_name","venue_city","venue_state","venue_capacity","total_events","prime_night_events","off_night_events","prime_night_share","off_night_share"
"Vic On The Park","Marrickville","NSW",NULL,34,34,0,100.00,0.00
"Rock City Campgrounds at Charlotte Motor Speedway","Concord","North Carolina",95000,164,164,0,100.00,0.00
"Jimmy Jazz","Guelph","ON",NULL,21,21,0,100.00,0.00
"Veterans Memorial Park","Vineyard Haven","Massachusetts",0,44,44,0,100.00,0.00
"Boston Calling 2017","Boston","Massachusetts",0,27,27,0,100.00,0.00
"Clé","Houston","Texas",0,43,43,0,100.00,0.00
"Music Midtown 2001","Atlanta","Georgia",0,27,27,0,100.00,0.00
"Athletic Field, Cal Poly Pomona","Irvine","California",0,25,25,0,100.00,0.00
"Garfield Park","Indianapolis","Indiana",0,63,63,0,100.00,0.00
"Cleveland Square Park","El Paso","Texas",0,23,23,0,100.00,0.00
"The Fairgrounds At Tiger Lane","Memphis","Tennessee",0,27,27,0,100.00,0.00
"The Far Out Lounge","Austin","Texas",0,25,25,0,100.00,0.00
"Riverside Casino & Golf Resort","Riverside","Iowa",0,36,36,0,100.00,0.00
"Club 77","Hamilton","ON",NULL,28,28,0,100.00,0.00
"Riverfront Stadium","Newark","New Jersey",0,21,21,0,100.00,0.00
"Verizon Wireless","Irvine","California",0,20,20,0,100.00,0.00
"Boondocks","Houston","Texas",0,22,22,0,100.00,0.00
"Boom Island Park","Minneapolis","Minnesota",0,20,20,0,100.00,0.00
"Club B52","Eernegem",NULL,150,33,33,0,100.00,0.00
"Music Mill Amphitheatre","Arlington","Texas",0,23,23,0,100.00,0.00
"Galpón de la Musica","Rosario",NULL,NULL,23,23,0,100.00,0.00
"Club Baronessa","Lenzburg",NULL,NULL,30,30,0,100.00,0.00
"Musikhuzet Bornholm","Rønne",NULL,NULL,36,36,0,100.00,0.00
"Riverdome, Horseshoe Casino","Bossier City","LA",NULL,29,29,0,100.00,0.00
"Riverdome at Horseshoe Casino & Hotel - Bossier City","Bossier City","LA",NULL,26,26,0,100.00,0.00
"The Fruit","Durham","NC",NULL,21,21,0,100.00,0.00
"Ritz Theatre","Elizabeth","NJ",NULL,31,31,0,100.00,0.00
"Gallantin Country Fairgrounds","Bozeman","Montana",0,22,22,0,100.00,0.00
"Rising Sun Arts Centre","Reading",NULL,NULL,44,44,0,100.00,0.00
"Rio Grande Park","Aspen","Colorado",0,25,25,0,100.00,0.00
"Riis Park","Chicago","Illinois",0,23,23,0,100.00,0.00
"Banc Of California Stadium Grounds","Los Angeles","California",0,23,23,0,100.00,0.00
"Downtown Phoenix","Phoenix","Arizona",0,28,28,0,100.00,0.00
"Galaxy Event Center","Irving","TX",NULL,24,24,0,100.00,0.00
"Downtown Pensacola","Pensacola","Florida",0,28,28,0,100.00,0.00
"Galatyn Park Urban Center","Richardson","TX",0,27,27,0,100.00,0.00
"Galatyn Park Urban Center","Richardson","Texas",0,30,30,0,100.00,0.00
"The Gobbler Theatre","Johnson Creek","WI",NULL,27,27,0,100.00,0.00
"Club Millennium","Anchorage","Alaska",0,28,28,0,100.00,0.00
"Downtown Orlando","Orlando","Florida",0,28,28,0,100.00,0.00
"Gala Showroom","Jackpot","Nevada",0,30,30,0,100.00,0.00
"Jones Park","Gulfport","Mississippi",0,62,62,0,100.00,0.00
"Joseph Meyerhoff Symphony Hall","Baltimore","MD",NULL,25,25,0,100.00,0.00
"USF Sun Dome Parking Lot","Tampa","Florida",0,31,31,0,100.00,0.00
"REV Ultra Lounge","Minneapolis","MN",NULL,24,24,0,100.00,0.00
"The Grand","Clitheroe",NULL,NULL,36,36,0,100.00,0.00
"The Grand 1894 Opera House","Galveston","TX",NULL,27,27,0,100.00,0.00
"Downtown Mobile","Mobile","Alabama",0,94,94,0,100.00,0.00
"Joshua Tree Retreat Center","Los Angeles","California",0,21,21,0,100.00,0.00
"Jubilee Cityfest","Montgomery","Alabama",0,23,23,0,100.00,0.00
"Martini Club Central","Chicago","IL",NULL,28,28,0,100.00,0.00
"Junior Seau Pier Amphitheatre","Oceanside","California",0,34,34,0,100.00,0.00
"Reliant Park","Houston","Texas",0,25,25,0,100.00,0.00
"Kansas Speedway","Kansas City","Kansas",0,117,117,0,100.00,0.00
"Reliant Center Parking Lot @ Reliant Park","Houston","Texas",0,57,57,0,100.00,0.00
"Reliant Center","Houston","Texas",0,29,29,0,100.00,0.00
"Rehab, Hard Rock Hotel & Casino","Las Vegas","NV",NULL,22,22,0,100.00,0.00
"Streets of Midtown","Atlanta","Georgia",0,39,39,0,100.00,0.00
"Kansas Star Event Center Arena","Mulvane","KS",NULL,29,29,0,100.00,0.00
"UNLV Silver Bowl","Las Vegas","Nevada",0,28,28,0,100.00,0.00
"Downtown Gretna","Gretna","Louisiana",0,59,59,0,100.00,0.00
"Redondo Beach Pier","Redondo Beach","California",0,51,51,0,100.00,0.00
"Downtown El Paso","El Paso","Texas",0,73,73,0,100.00,0.00
"FUN FUN FUN FEST 2010","Austin","Texas",0,22,22,0,100.00,0.00
"Redondo Beach","Redondo Beach","California",0,48,48,0,100.00,0.00
"Raymond James Stadium Parking Lot","Tampa","Florida",69218,27,27,0,100.00,0.00
"Downtown Columbia","Columbia","South Carolina",0,38,38,0,100.00,0.00
"Keeneland","Lexington","Kentucky",0,110,110,0,100.00,0.00
"Raschs Pakhuz","Rønne",NULL,NULL,21,21,0,100.00,0.00
"Randolph Street Corridor","Chicago","Illinois",0,22,22,0,100.00,0.00
"Kenwood House","London",NULL,NULL,23,23,0,100.00,0.00
"Frontier City","Oklahoma City","Oklahoma",0,37,37,0,100.00,0.00
"Fremont Street","Las Vegas","Nevada",0,31,31,0,100.00,0.00
"Randall's Island","New York","NY",NULL,27,27,0,100.00,0.00
"Rancho Imperial","San Bernardino","CA",NULL,34,34,0,100.00,0.00
"Rain Nightclub, Palms Casino Resort","Las Vegas","Nevada",0,20,20,0,100.00,0.00
"Blue Ridge Music Center","Galax","VA",NULL,23,23,0,100.00,0.00
"Kino","Ebensee",NULL,NULL,20,20,0,100.00,0.00
"Railhead, Boulder Station Hotel Casino","Las Vegas","Nevada",0,20,20,0,100.00,0.00
"Radio Coffee & Beer","Austin","TX",NULL,22,22,0,100.00,0.00
"Kino Veterans Memorial Stadium","Tucson","Arizona",0,78,78,0,100.00,0.00
"Quiktrip Park","Grand Prairie","Texas",0,312,312,0,100.00,0.00
"Quick Trip Park","Grand Prairie","Texas",0,132,132,0,100.00,0.00
"Queen Mary Park","Long Beach","California",0,33,33,0,100.00,0.00
"Downtown Asheville","Asheville","North Carolina",0,30,30,0,100.00,0.00
"Queen Mary Events Park","Long Beach","CA",NULL,32,32,0,100.00,0.00
"Queen Mary","Long Beach","California",0,27,27,0,100.00,0.00
"The Infield at Red Mile","Lexington","Kentucky",300,102,102,0,100.00,0.00
"Qc Social Lounge","Charlotte","NC",NULL,34,34,0,100.00,0.00
"Frederick Brown Jr. Amphitheater","Peachtree City","Georgia",2500,45,45,0,100.00,0.00
"Markham Park","Sunrise","Florida",0,92,92,0,100.00,0.00
"Knew Conscious Gallery","Denver","CO",NULL,28,28,0,100.00,0.00
"Pure Lounge","Sunnyvale","CA",NULL,20,20,0,100.00,0.00
"Pullman Yards","Atlanta","Georgia",0,42,42,0,100.00,0.00
"Public Works Loft","San Francisco","CA",NULL,29,29,0,100.00,0.00
"TIME Nightclub","Los Angeles","California",0,20,20,0,100.00,0.00
"Prowse Farm","Canton","Massachusetts",0,55,55,0,100.00,0.00
"PromoWest Fest 2016","Columbus","Ohio",0,23,23,0,100.00,0.00
"Kugl","St. Gallen",NULL,NULL,22,22,0,100.00,0.00
"Francis Field","St. Augustine","Florida",0,71,71,0,100.00,0.00
"Blue Fox Billiards Bar and Grill","Winchester","VA",NULL,22,22,0,100.00,0.00
"Kulturscheune","Salzgitter",NULL,NULL,22,22,0,100.00,0.00
"Markham Park","Fort Lauderdale","Florida",1167,50,50,0,100.00,0.00
"Kulturzentrum Grend","Essen",NULL,NULL,23,23,0,100.00,0.00
"Kupferberg Center for the Arts, Queens College","Flushing","NY",NULL,22,22,0,100.00,0.00
"Blue Bonnet Palace","Selma","TX",NULL,44,44,0,100.00,0.00
"Four Winds Casino Resort","New Buffalo","Michigan",0,21,21,0,100.00,0.00
"Commissary Lounge","Costa Mesa","CA",NULL,25,25,0,100.00,0.00
"Commodore Barry Park","New York","New York",0,140,140,0,100.00,0.00
"The Lawn at CAS","Columbus","Ohio",0,128,128,0,100.00,0.00
"La Capilla de los Muertos - SANGRIENTO","Mexico City",NULL,NULL,20,20,0,100.00,0.00
"The Lawn @ CAS","Columbus","Ohio",0,43,43,0,100.00,0.00
"Foster Farms","Eau Claire","Wisconsin",0,110,110,0,100.00,0.00
"The Lawrenceburg Event Center","Lawrenceburg","IN",NULL,35,35,0,100.00,0.00
"La Ceiba Event Center","San Jose","CA",NULL,52,52,0,100.00,0.00
"Precarious Beer Hall","Williamsburg","VA",NULL,35,35,0,100.00,0.00
"La Clairière","Paris",NULL,NULL,56,56,0,100.00,0.00
"The LeMay Museum - America's Car Museum","Tacoma","Washington",0,21,21,0,100.00,0.00
"Tiger Stadium, LSU","Baton Rouge","Louisiana",0,56,56,0,100.00,0.00
"Pozo Saloon","Pozo","California",0,34,34,0,100.00,0.00
"Foro Escénico 330","Pachuca",NULL,NULL,23,23,0,100.00,0.00
"Tiger Stadium","Baton Rouge","Louisiana",0,39,39,0,100.00,0.00
"Nassau Coliseum Parking Lot","Uniondale","New York",16234,119,119,0,100.00,0.00
"Mariscos Los Primoz","Sacramento","CA",NULL,29,29,0,100.00,0.00
"Asbury Park Boardwalk","Asbury Park","New Jersey",0,30,30,0,100.00,0.00
"FORM: Arcosanti","Phoenix","Arizona",0,23,23,0,100.00,0.00
"Asbury Park","Asbury Park","New Jersey",0,117,117,0,100.00,0.00
"National Balloon Classic Field","Indianola","Iowa",0,23,23,0,100.00,0.00
"Bloom Nightclub","San Diego","CA",NULL,33,33,0,100.00,0.00
"National Balloon Classic Launch Field","Indianola","Iowa",0,27,27,0,100.00,0.00
"Forecastle","Louisville","Kentucky",0,24,24,0,100.00,0.00
"Post HTX","Houston","Texas",0,39,39,0,100.00,0.00
"Port Of Los Angeles Outer Harbor - Berth 46","San Pedro","California",0,31,31,0,100.00,0.00
"Concha Acústica do Teatro Castro Alves","Salvador",NULL,NULL,26,26,0,100.00,0.00
"Portland Expo Center / Parking Lot","Portland","Oregon",0,46,46,0,100.00,0.00
"The London Stone Staines","Staines",NULL,NULL,22,22,0,100.00,0.00
"Poplar Creek at 59-90","Hoffman Estates","Illinois",0,24,24,0,100.00,0.00
"Lake Eola Park","Orlando","Florida",0,20,20,0,100.00,0.00
"Ponce De Leon Stage","Atlanta","Georgia",0,28,28,0,100.00,0.00
"The Main Pub","Manchester","CT",NULL,51,51,0,100.00,0.00
"Ameristar Hotel & Casino","Kansas City","MO",NULL,59,59,0,100.00,0.00
"Lakeland Community College","Kirtland","OH",0,25,25,0,100.00,0.00
"Lakeland Community College","Kirtland","Ohio",0,78,78,0,100.00,0.00
"Marina Green Park","Long Beach","California",14000,87,87,0,100.00,0.00
"Polo Club Lounge (windsor Court Hotel)","New Orleans","LA",NULL,46,46,0,100.00,0.00
"Lakeside","Chicago","Illinois",0,39,39,0,100.00,0.00
"Marina Green","Long Beach","California",14000,86,86,0,100.00,0.00
"Plaza Theatre","Glasgow","Kentucky",0,32,32,0,100.00,0.00
"La Maraka","Mexico City",NULL,NULL,25,25,0,100.00,0.00
"Coolidge Park","Chattanooga","Tennessee",0,76,76,0,100.00,0.00
"Cool River Ranch","Martindale","Texas",0,41,41,0,100.00,0.00
"National Orange Show Event Center","San Bernardino","California",0,42,42,0,100.00,0.00
"Engine Rooms Studio","London",NULL,NULL,25,25,0,100.00,0.00
"Planet Bluegrass Ranch","Lyons","Colorado",0,27,27,0,100.00,0.00
"Folie's Pigalle","Paris",NULL,NULL,32,32,0,100.00,0.00
"England Brothers Park","Pinellas Park","Florida",0,31,31,0,100.00,0.00
"Piers 30 & 32","San Francisco","California",0,42,42,0,100.00,0.00
"La Pérgola de la Marina","Valencia",NULL,NULL,22,22,0,100.00,0.00
"Pier 80 - San Francisco","San Francisco","California",0,61,61,0,100.00,0.00
"Black Bear Casino Resort","Carlton","Minnesota",0,26,26,0,100.00,0.00
"Margaret T Hance Park","Phoenix","Arizona",0,22,22,0,100.00,0.00
"Englishtown Raceway","Englishtown","New Jersey",0,45,45,0,100.00,0.00
"The National Mall","Washington","District of Columbia",0,23,23,0,100.00,0.00
"Piedmont Stage","Atlanta","Georgia",0,42,42,0,100.00,0.00
"Arts Barn","Gaithersburg","MD",NULL,21,21,0,100.00,0.00
"THRIVE Park at Snapdragon Stadium","San Diego","California",35000,25,25,0,100.00,0.00
"Cottonwood Meadows","Buena Vista","Colorado",0,23,23,0,100.00,0.00
"Pico Rivera Sports Arena","Pico Rivera","California",0,34,34,0,100.00,0.00
"Flushing Meadows-Corona Park","New York","New York",0,59,59,0,100.00,0.00
"Flushing Meadows Corona Park","New York","New York",0,653,653,0,100.00,0.00
"The Oasis Bar & Grill","Midlothian","TX",NULL,39,39,0,100.00,0.00
"Flushing Meadows Carona Park","New York","New York",0,20,20,0,100.00,0.00
"LA Sports Arena & Exposition Park","Los Angeles","California",0,74,74,0,100.00,0.00
"L.A. State Historic Park","Los Angeles","California",0,66,66,0,100.00,0.00
"National Western Events Center","Denver","Colorado",0,243,243,0,100.00,0.00
"Flow Dance Studios","London",NULL,500,46,46,0,100.00,0.00
"Coupland Dance Hall","Coupland","TX",NULL,26,26,0,100.00,0.00
"Las Vegas Fair Grounds","Las Vegas","Nevada",0,129,129,0,100.00,0.00
"Courthouse Square","Oxford","Mississippi",0,26,26,0,100.00,0.00
"National Western Stockyards","Denver","Colorado",0,58,58,0,100.00,0.00
"Las Vegas Motor Speedway","Las Vegas","NV",315000,25,25,0,100.00,0.00
"The Ohio State Reformery","Mansfield","Ohio",0,109,109,0,100.00,0.00
"Dorothea Dix Park","Raleigh","North Carolina",0,138,138,0,100.00,0.00
"Craft & Vinyl","Columbus","OH",50,21,21,0,100.00,0.00
"Florida State Fair Grounds","Orlando","Florida",0,25,25,0,100.00,0.00
"Pershing Square","Los Angeles","California",0,32,32,0,100.00,0.00
"Third Street Dive","Louisville","KY",NULL,20,20,0,100.00,0.00
"Pepsi Center Grounds","Denver","Colorado",0,41,41,0,100.00,0.00
"The Park at Harlinsdale Farm","Franklin","Tennessee",0,287,287,0,100.00,0.00
"Float Rite Park","Minneapolis","Minnesota",0,48,48,0,100.00,0.00
"Peppermill Concert Hall","Salt Lake City","Utah",0,88,88,0,100.00,0.00
"Floatrite Park","Minneapolis","Minnesota",0,23,23,0,100.00,0.00
"The Penny Black","Brunswick","VIC",NULL,20,20,0,100.00,0.00
"L'Auberge Casino & Hotel Baton Rouge","Baton Rouge","LA",NULL,59,59,0,100.00,0.00
"Fleet Science Center Planetarium","San Diego","CA",NULL,42,42,0,100.00,0.00
"Peacock Room, Kimpton Hotel Fontenot","New Orleans","LA",NULL,22,22,0,100.00,0.00
"Peachtree Stage","Atlanta","Georgia",0,46,46,0,100.00,0.00
"NewEngland Dodge Music Center","Hartford","Connecticut",16606,25,25,0,100.00,0.00
"Laughlin Event Center","Laughlin","NV",NULL,24,24,0,100.00,0.00
"Laurel School's Butler Campus","Cleveland","Ohio",0,76,76,0,100.00,0.00
"Newmarket Racecourse","Newmarket",NULL,NULL,22,22,0,100.00,0.00
"The Piazza","Aurora","Illinois",0,36,36,0,100.00,0.00
"Pasagüero","Mexico City",NULL,NULL,25,25,0,100.00,0.00
"Le Bloc","Aix-en-Provence",NULL,NULL,20,20,0,100.00,0.00
"The Pint Station","Easley","SC",NULL,20,20,0,100.00,0.00
"New Orleans' City Park","New Orleans","Louisiana",0,43,43,0,100.00,0.00
"Mana Wynwood & RC Cola Plant","Miami","Florida",0,30,30,0,100.00,0.00
"parking lot, Silverton Casino Hotel","Las Vegas","Nevada",0,30,30,0,100.00,0.00
"Crystal Grand Music Theatre","Wisconsin Dells","WI",2000,20,20,0,100.00,0.00
"Mana Wynwood Event Hall","Miami","Florida",0,51,51,0,100.00,0.00
"Lee Vista Center","Orlando","Florida",0,29,29,0,100.00,0.00
"Big Mountain Ranch","Whitefish","Montana",0,83,83,0,100.00,0.00
"Cultuurpodium Perron","Rotterdam",NULL,NULL,47,47,0,100.00,0.00
"Fitz Casino Tunica","Robinsonville","MS",NULL,36,36,0,100.00,0.00
"The Railhead Saloon","Lawton","OK",NULL,22,22,0,100.00,0.00
"Panther Island Pavilion","Fort Worth","TX",NULL,33,33,0,100.00,0.00
"Anne Arundel County Fairgrounds","Crownsville","Maryland",0,112,112,0,100.00,0.00
"Fisher Green Stage","Seattle","Washington",0,23,23,0,100.00,0.00
"Fisher Green Pavilion","Seattle","Washington",0,48,48,0,100.00,0.00
"First Ward Park","Charlotte","North Carolina",0,57,57,0,100.00,0.00
"Cutlers Arms","Rotherham",NULL,NULL,20,20,0,100.00,0.00
"Pamona Fairgrounds","Pomona","California",0,22,22,0,100.00,0.00
"Escape Ballroom","Greenville","SC",1800,25,25,0,100.00,0.00
"Dairy Creek Golf Course","San Luis Obispo","California",0,21,21,0,100.00,0.00
"Palacio de Congresos de Cáceres","Cáceres",NULL,NULL,26,26,0,100.00,0.00
"The Rigger","Newcastle-under-lyme",NULL,NULL,31,31,0,100.00,0.00
"Le Novomax","Quimper",NULL,NULL,20,20,0,100.00,0.00
"Doheny State Beach","Dana Point","CA",0,62,62,0,100.00,0.00
"Divots Event Center / DeVent Center","Norfolk","Nebraska",0,38,38,0,100.00,0.00
"Berth 46, Port of Los Angeles","San Pedro","California",0,22,22,0,100.00,0.00
"Berth 46, Port of Los Angeles","San Pedro","CA",0,20,20,0,100.00,0.00
"The Ropemakers","Bridport",NULL,NULL,27,27,0,100.00,0.00
"Darrell's Tavern","Shoreline","WA",NULL,38,38,0,100.00,0.00
"The Roundup Beer Garden","Boerne","TX",250,24,24,0,100.00,0.00
"Firekeepers Casino","Battle Creek","MI",NULL,21,21,0,100.00,0.00
"The Roundup Outdoor Music Venue","Boerne","TX",250,34,34,0,100.00,0.00
"The Row DTLA","Los Angeles","California",0,33,33,0,100.00,0.00
"Overland Park Golf Course","Denver","Colorado",0,21,21,0,100.00,0.00
"Overland Park","Denver","Colorado",0,29,29,0,100.00,0.00
"Finsbury Park","London",NULL,49000,32,32,0,100.00,0.00
"Outside the Rogers Center","Las Vegas","Nevada",0,22,22,0,100.00,0.00
"Lex Nightclub","Reno","Nevada",0,22,22,0,100.00,0.00
"Otsiningo Park","Binghamton","New York",0,24,24,0,100.00,0.00
"Osceola Heritage Park","Kissimmee","Florida",5400,54,54,0,100.00,0.00
"Orleans Showroom, Orleans Hotel & Casino","Las Vegas","Nevada",0,26,26,0,100.00,0.00
"Liberty Memorial","Kansas City","Missouri",0,73,73,0,100.00,0.00
"The Sandlot Entertainment Complex","Green Bay","Wisconsin",0,27,27,0,100.00,0.00
"Aparato","Monterrey",NULL,NULL,22,22,0,100.00,0.00
"Orlando Speedworld","Orlando","Florida",0,21,21,0,100.00,0.00
"Lindley Meadow @ Golden Gate Park","San Francisco","California",60000,25,25,0,100.00,0.00
"Linn Park","Birmingham","Alabama",0,56,56,0,100.00,0.00
"Divots Event Center","Norfolk","Nebraska",0,22,22,0,100.00,0.00
"Basement","Maspeth","NY",NULL,45,45,0,100.00,0.00
"Belterra Casino Resort and Spa","Florence","IN",NULL,25,25,0,100.00,0.00
"Belterra Casino Resort","Florence","IN",NULL,22,22,0,100.00,0.00
"Little River Casino Resort","Manistee","MI",NULL,28,28,0,100.00,0.00
"Mala Vida","Austin","TX",NULL,33,33,0,100.00,0.00
"Dejoria Center","Kamas","UT",NULL,24,24,0,100.00,0.00
"LIV Beach","Las Vegas","Nevada",0,38,38,0,100.00,0.00
"Mala Santa","Austin","TX",NULL,24,24,0,100.00,0.00
"Basilica Block Party","Minneapolis","Minnesota",0,43,43,0,100.00,0.00
"Live Room Cleckheaton","Bradford",NULL,NULL,22,22,0,100.00,0.00
"Ohio State Reformatory","Mansfield","Ohio",0,1125,1124,1,99.91,0.09
"Doheny State Beach","Dana Point","California",0,380,379,1,99.74,0.26
"Central Park","Atlanta","Georgia",0,1446,1441,5,99.65,0.35
"Toyota Stadium","Frisco","Texas",0,257,256,1,99.61,0.39
"RFK Stadium Grounds","Washington","District of Columbia",45596,253,252,1,99.60,0.40
"Exposition Park","Los Angeles","California",0,719,716,3,99.58,0.42
"Sawyer Point, Yeatman's Cove","Cincinnati","Ohio",0,443,441,2,99.55,0.45
"Pier 80","San Francisco","California",0,216,215,1,99.54,0.46
"Fort Lauderdale Beach Park","Fort Lauderdale","Florida",0,616,613,3,99.51,0.49
"Western Gateway Park","Des Moines","Iowa",0,200,199,1,99.50,0.50
"Mana Wynwood","Miami","Florida",0,193,192,1,99.48,0.52
"New Orleans City Park","New Orleans","Louisiana",0,180,179,1,99.44,0.56
"Choctaw Stadium","Arlington","Texas",0,706,702,4,99.43,0.57
"Golden Gate Park","San Francisco","California",60000,3372,3352,20,99.41,0.59
"Canterbury Park","Shakopee","MN",300,495,492,3,99.39,0.61
"Golden Gate Park (Polo Grounds)","San Francisco","California",60000,162,161,1,99.38,0.62
"San Manuel Amphitheater","San Bernardino","California",0,155,154,1,99.35,0.65
"West Riverfront Park","Detroit","Michigan",0,279,277,2,99.28,0.72
"Fort Lauderdale Beach","Fort Lauderdale","Florida",0,277,275,2,99.28,0.72
"Sports Authority Field Parking Lot","Denver","Colorado",0,137,136,1,99.27,0.73
"Big Spring International Park","Huntsville","Alabama",0,137,136,1,99.27,0.73
"Margaret T. Hance Park","Phoenix","Arizona",0,403,400,3,99.26,0.74
"Las Vegas Village","Las Vegas","Nevada",0,130,129,1,99.23,0.77
"Choctaw Grand Theater","Durant","OK",NULL,128,127,1,99.22,0.78
"Monmouth Park Racetrack","Oceanport","New Jersey",0,378,375,3,99.21,0.79
"The Showgrounds, Sam Houston Race Park","Houston","Texas",0,124,123,1,99.19,0.81
"Oakwood Beach","Chicago","Illinois",0,122,121,1,99.18,0.82
"Downtown Atlanta","Atlanta","Georgia",0,117,116,1,99.15,0.85
"Marshfield Fairgrounds","Marshfield","Massachusetts",15000,112,111,1,99.11,0.89
"Brookside at the Rose Bowl","Pasadena","California",0,675,669,6,99.11,0.89
"Harvard Athletic Complex","Boston","Massachusetts",30323,885,877,8,99.10,0.90
"National Western Complex","Denver","Colorado",0,334,331,3,99.10,0.90
"City Park","New Orleans","Louisiana",0,883,875,8,99.09,0.91
"Studio 8H, NBC Studios, 30 Rockefeller Plaza","New York","New York",0,521,516,5,99.04,0.96
"Asbury Park Oceanfront","Asbury Park","New Jersey",0,605,599,6,99.01,0.99
"Bader Field","Atlantic City","New Jersey",0,199,197,2,98.99,1.01
"Ocean City Inlet Beach","Ocean City","Maryland",0,197,195,2,98.98,1.02
"Hartland Performing Arts Center","Howell","Michigan",0,295,292,3,98.98,1.02
"Stephens Lake Park","Columbia","Missouri",0,97,96,1,98.97,1.03
"Chinook Winds Casino Resort","Lincoln City","Oregon",0,93,92,1,98.92,1.08
